,id,prediction,label,correct_prediction
124,624492081432518656,-1,-1,True
125,624492673252995072,-1,-1,True
126,624526401945776128,1,1,True
127,624492941659082753,-1,-1,True
128,624492176970522624,-1,-1,True
129,624518937548468224,1,1,True
130,624518504209715200,1,1,True
131,624522649293705216,-1,1,False
132,624492814823477248,-1,-1,True
133,624528700210425856,-1,1,False
134,624494915557261312,1,-1,False
135,624495088350003201,-1,-1,True
136,624492707600289792,-1,-1,True
137,624492147706728449,-1,-1,True
138,624527190537990144,-1,1,False
139,624492103217885184,1,-1,False
140,624493507777032192,-1,-1,True
141,624492957916352512,-1,-1,True
142,624495070553722880,-1,-1,True
143,624529093451776000,1,1,True
144,624523514679312384,-1,1,False
145,624524135776055297,1,1,True
146,624523240296202240,1,1,True
147,624492488183664640,-1,-1,True
148,624494931072040960,-1,-1,True
149,624493858324369408,-1,-1,True
150,624522124292681728,1,1,True
151,624524479486529536,1,1,True
152,624493357415432192,1,-1,False
153,624493518409433088,-1,-1,True
154,624517637196922880,-1,1,False
155,624493996266487808,1,-1,False
156,624494153573904384,-1,-1,True
157,624529318446821376,1,1,True
158,624519738539044864,1,1,True
159,624492133173497856,1,-1,False
160,624494556763918336,-1,-1,True
161,624494902173274112,1,-1,False
162,624494652700405760,-1,-1,True
163,624525916727738368,1,1,True
164,624492198701174784,-1,-1,True
165,624527224054484992,1,1,True
166,624524145926238208,1,1,True
167,624517296011247616,1,1,True
168,624522613151412224,1,1,True
169,624517041215676416,1,1,True
170,624523369493348352,1,1,True
171,624526181925322752,1,1,True
172,624494135102283776,1,-1,False
173,624492890933342208,-1,-1,True
174,624494039379902464,-1,-1,True
175,624519622570713088,1,1,True
176,624520606713643008,1,1,True
177,624516894326784000,-1,1,False
178,624520273426034688,1,1,True
179,624492387176333312,1,-1,False
180,624492670954676224,-1,-1,True
181,624493464194039808,-1,-1,True
182,624527529852948480,1,1,True
183,624492796704124929,-1,-1,True
184,624492348836311040,1,-1,False
185,624492181781409792,-1,-1,True
186,624519175273222144,1,1,True
187,624520484277780480,1,1,True
188,624518631070765056,1,1,True
189,624492798251806720,1,-1,False
190,624523103914209280,-1,1,False
191,624492766962257920,-1,-1,True
192,624522959223296000,1,1,True
193,624522351560953856,-1,1,False
194,624495100857597952,-1,-1,True
195,624494660334034944,-1,-1,True
196,624529113911394305,-1,1,False
197,624492909312671744,-1,-1,True
198,624492115268108288,1,-1,False
199,624518250659999744,-1,1,False
200,624494693167034369,-1,-1,True
201,624529520863903744,-1,1,False
202,624522758404313088,1,1,True
203,624493723754344448,-1,-1,True
204,624521121145208832,-1,1,False
205,624492562838106112,-1,-1,True
206,624492904409604096,-1,-1,True
207,624493214016380928,1,-1,False
208,624494336999325696,-1,-1,True
209,624522862045466625,1,1,True
210,624517745523060738,-1,1,False
211,624519438201520128,1,1,True
212,624520099924324353,1,1,True
213,624528753322950656,1,1,True
214,624524738279309312,1,1,True
215,624525601655947265,1,1,True
216,624493615709057024,-1,-1,True
217,624493149818228736,-1,-1,True
218,624493818293960704,-1,-1,True
219,624529769393029120,-1,1,False
220,624528113439866880,1,1,True
221,624493141681401856,-1,-1,True
222,624521012051320832,1,1,True
223,624523145966301184,-1,1,False
224,624518829389942784,-1,1,False
225,624522855049506816,-1,1,False
226,624521497558781952,1,1,True
227,624494094060916741,-1,-1,True
228,624492742236737536,-1,-1,True
229,624525335204200448,1,1,True
230,624492461092700161,1,-1,False
231,624517153652240384,1,1,True
232,624494930581454848,-1,-1,True
233,624529331381907456,1,1,True
234,624527684274647040,-1,1,False
235,624492711668662272,-1,-1,True
236,624517850821046273,1,1,True
237,624527378513956864,-1,1,False
238,624492126043250688,-1,-1,True
239,624526920873480192,1,1,True
240,624492067134124032,-1,-1,True
241,624529231339368448,1,1,True
242,624493727281623040,1,-1,False
243,624526237772423168,1,1,True
244,624524354664034304,1,1,True
245,624492680895201280,-1,-1,True
246,624526964121014272,1,1,True
247,624526487559876609,1,1,True
248,624492306259968000,-1,-1,True
249,624520450153009152,1,1,True
250,624524936741306368,1,1,True
251,624525521276145664,-1,1,False
252,624522229569728512,-1,1,False
253,624523869106405376,1,1,True
254,624518533087494145,1,1,True
255,624522452891271168,1,1,True
256,624493922908286976,1,-1,False
257,624524472154898432,1,1,True
258,624492989797117953,-1,-1,True
259,624522296099602432,1,1,True
260,624493768259964928,-1,-1,True
261,624492864958038016,-1,-1,True
262,624492446077075457,-1,-1,True
263,624494936348491776,1,-1,False
264,624492844850544640,-1,-1,True
265,624494592877064192,-1,-1,True
266,624493906906890240,-1,-1,True
267,624492345061302272,-1,-1,True
268,624522034345869312,-1,1,False
269,624492504923025408,-1,-1,True
270,624492211967758336,-1,-1,True
271,624527561565954049,1,1,True
272,624493585304387584,1,-1,False
273,624522821641859072,1,1,True
274,624493771024109568,-1,-1,True
275,624494473268080640,-1,-1,True
276,624492645432315904,-1,-1,True
277,624527075433705473,-1,1,False
278,624529374163800067,1,1,True
279,624523663799394305,-1,1,False
280,624524730565947392,-1,1,False
281,624520997446643712,1,1,True
282,624494797416435712,-1,-1,True
283,624494228740120576,-1,-1,True
284,624493988687560704,1,-1,False
285,624492451525345280,-1,-1,True
286,624529862657744896,1,1,True
287,624518125531217920,1,1,True
288,624492251926949888,1,-1,False
289,624494853104111617,-1,-1,True
290,624525259840958464,1,1,True
291,624493168386514944,1,-1,False
292,624520864487215104,-1,1,False
293,624494233014005761,-1,-1,True
294,624493170580189184,-1,-1,True
295,624519110907535360,1,1,True
296,624527934695579648,1,1,True
297,624492495083147264,1,-1,False
298,624493948560539648,1,-1,False
299,624523447293636608,1,1,True
300,624493138053238784,-1,-1,True
301,624495020901400576,1,-1,False
302,624523827523948544,1,1,True
303,624492712780242945,1,-1,False
304,624492126122938368,-1,-1,True
305,624527608701554688,1,1,True
306,624525276479787008,1,1,True
307,624493940448727040,1,-1,False
308,624494240576446464,1,-1,False
309,624493730591023104,-1,-1,True
310,624495073804201984,-1,-1,True
311,624520363926552576,1,1,True
312,624518681981284352,1,1,True
313,624492881386967040,-1,-1,True
314,624527512740229120,1,1,True
315,624494313532182528,-1,-1,True
316,624492726894100480,1,-1,False
317,624517007325573120,-1,1,False
318,624517045921648640,-1,1,False
319,624520779678486528,1,1,True
320,624523753687531520,1,1,True
321,624492792165834752,-1,-1,True
322,624492245710958592,1,-1,False
323,624524680464957441,1,1,True
324,624494818211704832,1,-1,False
325,624494656072495104,-1,-1,True
326,624525987502362624,1,1,True
327,624492039997116416,-1,-1,True
328,624493910543454208,-1,-1,True
329,624492720996917248,-1,-1,True
330,624517714418077696,-1,1,False
331,624526948220424192,1,1,True
332,624519630816702464,1,1,True
333,624495003210002432,1,-1,False
334,624530048117264384,1,1,True
335,624529473623306240,1,1,True
336,624521077008396289,-1,1,False
337,624522453570596864,1,1,True
338,624519290973233152,1,1,True
339,624494170657308672,-1,-1,True
340,624527599214174208,1,1,True
341,624524641478926336,1,1,True
342,624493705068720128,1,-1,False
343,624493396988575745,1,-1,False
344,624517774707163136,1,1,True
345,624493158546731008,-1,-1,True
346,624522216458297345,1,1,True
347,624494731167404032,1,-1,False
348,624524509102522368,1,1,True
349,624493264280797184,1,-1,False
350,624518352850038784,1,1,True
351,624530083349331968,-1,1,False
352,624494100335693824,-1,-1,True
353,624518806841352193,1,1,True
354,624493945251168257,-1,-1,True
355,624522202579206145,1,1,True
356,624494108564922368,1,-1,False
357,624529386591657984,1,1,True
358,624527166496047104,1,1,True
359,624493048559484928,-1,-1,True
360,624495099951476737,-1,-1,True
361,624493155648454656,-1,-1,True
362,624525099744534528,1,1,True
363,624528413483773952,1,1,True
364,624493305015894016,-1,-1,True
365,624522181116989440,-1,1,False
366,624517508498767872,1,1,True
367,624494416053579776,-1,-1,True
368,624530150034571264,-1,1,False
369,624492223653134336,-1,-1,True
370,624493478219804672,-1,-1,True
371,624525419321126912,1,1,True
372,624524254395138048,1,1,True
373,624529191904673792,-1,1,False
374,624494633532297216,-1,-1,True
375,624493112132509696,-1,-1,True
376,624523131172970496,1,1,True
377,624518693452550144,1,1,True
378,624493541868371968,-1,-1,True
379,624523893970067456,-1,1,False
380,624525670329090049,1,1,True
381,624494936331800576,1,-1,False
382,624493484150534144,-1,-1,True
383,624494767016050689,-1,-1,True
384,624518705225924608,-1,1,False
385,624527826566402048,1,1,True
386,624493650366476288,1,-1,False
387,624493059942780928,-1,-1,True
388,624527605618749440,1,1,True
389,624493150887899136,-1,-1,True
390,624528846478536704,1,1,True
391,624492848763658241,1,-1,False
392,624494125866483712,1,-1,False
393,624494515471003648,-1,-1,True
394,624517565310615552,1,1,True
395,624494368578236416,-1,-1,True
396,624519332932890624,1,1,True
397,624529317343526912,1,1,True
398,624493059074584576,-1,-1,True
399,624494868174258176,-1,-1,True
400,624522551578890240,-1,1,False
401,624494199153397761,-1,-1,True
402,624494033230938112,1,-1,False
403,624529496331390976,1,1,True
404,624528038571732992,1,1,True
405,624493020356808704,1,-1,False
406,624494571804737537,-1,-1,True
407,624523775070105600,1,1,True
408,624517858412769280,1,1,True
409,624494477407694848,-1,-1,True
410,624493094541594624,-1,-1,True
411,624493426814394369,-1,-1,True
412,624522038581944320,1,1,True
413,624526289446289408,1,1,True
414,624520042181361664,1,1,True
415,624494076956577792,-1,-1,True
416,624525467945603077,-1,1,False
417,624522052192448512,1,1,True
418,624492119311253504,-1,-1,True
419,624529315175231488,1,1,True
420,624527563122061312,1,1,True
421,624493226616061952,1,-1,False
422,624493780830408704,-1,-1,True
423,624526911633403904,1,1,True
424,624494156715565056,-1,-1,True
425,624528328922431488,1,1,True
426,624519587858518016,-1,1,False
427,624493066154590208,-1,-1,True
428,624493247008649216,-1,-1,True
429,624520747902480384,1,1,True
430,624493640694517760,1,-1,False
431,624520040419827712,1,1,True
432,624494453185728512,-1,-1,True
433,624523293056331776,1,1,True
434,624494734636118016,-1,-1,True
435,624518046841970689,1,1,True
436,624529966689091584,1,1,True
437,624523950211641344,1,1,True
438,624524513842106368,-1,1,False
439,624528908210294784,1,1,True
440,624520055175262208,-1,1,False
441,624525887686377472,1,1,True
442,624492322772897792,1,-1,False
443,624521078916915200,1,1,True
444,624495038521700352,1,-1,False
445,624524044021465088,1,1,True
446,624492283577024512,-1,-1,True
447,624493159435923456,1,-1,False
448,624493101747437568,-1,-1,True
449,624520774553108481,1,1,True
450,624522162058231808,1,1,True
451,624493561011044353,-1,-1,True
452,624493402659389440,1,-1,False
453,624517627185078272,-1,1,False
454,624525452237893632,1,1,True
455,624492377235820544,1,-1,False
456,624492738344452097,-1,-1,True
457,624519262216957952,1,1,True
458,624518072691372032,1,1,True
459,624522981625212928,1,1,True
460,624524636831612928,1,1,True
461,624492261137629184,-1,-1,True
462,624525477974274048,1,1,True
463,624528396207394816,-1,1,False
464,624518999259414528,1,1,True
465,624494495514492929,1,-1,False
466,624520644089221120,-1,1,False
467,624517591726321664,-1,1,False
468,624529530598871040,1,1,True
469,624523306746515457,1,1,True
470,624492413873188868,-1,-1,True
471,624493541931134976,1,-1,False
472,624524055731777536,-1,1,False
473,624522167758245889,1,1,True
474,624492391219789824,-1,-1,True
475,624494384013291520,-1,-1,True
476,624523957497163776,1,1,True
477,624518321623404544,1,1,True
478,624494238705782784,-1,-1,True
479,624527734753075200,1,1,True
480,624529832219508737,1,1,True
481,624521259074727936,1,1,True
482,624517042800963584,1,1,True
483,624494748145860608,-1,-1,True
484,624520870166302720,-1,1,False
485,624519983607844864,1,1,True
486,624528357095510016,1,1,True
487,624530062902083584,-1,1,False
488,624492918628352000,-1,-1,True
489,624528034272538624,-1,1,False
490,624521513216118785,1,1,True
491,624492110851346432,-1,-1,True
492,624494988718505984,1,-1,False
493,624524952973279236,1,1,True
494,624493448033234944,-1,-1,True
495,624525929340116993,1,1,True
496,624493761385492480,-1,-1,True
497,624493477510914048,-1,-1,True
498,624493444648448000,-1,-1,True
499,624522763357810688,-1,1,False
500,624528856507006977,-1,1,False
501,624494533565222912,-1,-1,True
502,624522902390603776,1,1,True
503,624519967480754178,1,1,True
504,624492680446238722,-1,-1,True
505,624493736320339968,-1,-1,True
506,624492139456561153,-1,-1,True
507,624525909266157568,-1,1,False
508,624493736345473024,-1,-1,True
509,624529907771576320,1,1,True
510,624494727547723780,1,-1,False
511,624493157007380480,-1,-1,True
512,624528374745186304,1,1,True
513,624523612595204098,1,1,True
514,624523802668437504,1,1,True
515,624523609365614592,1,1,True
516,624494466242605056,-1,-1,True
517,624494029086916612,-1,-1,True
518,624492664671612929,-1,-1,True
519,624494703816409088,-1,-1,True
520,624522338684399617,1,1,True
521,624525948172394496,-1,1,False
522,624493482963394560,-1,-1,True
523,624516899121045504,-1,1,False
524,624492474757709824,-1,-1,True
525,624494554054586368,-1,-1,True
526,624494839720247296,-1,-1,True
527,624524462193553408,1,1,True
528,624524447626608641,1,1,True
529,624516784226340864,-1,1,False
530,624527343302873088,-1,1,False
531,624492841365016576,-1,-1,True
532,624523690248572928,1,1,True
533,624494456234905600,1,-1,False
534,624526075809263616,1,1,True
535,624494697621229568,-1,-1,True
536,624521767944630273,-1,1,False
537,624522352965980160,1,1,True
538,624524074274848768,-1,1,False
539,624493862103465984,-1,-1,True
540,624494275179384832,1,-1,False
541,624494382226513920,-1,-1,True
542,624495070155251713,1,-1,False
543,624520309840875520,-1,1,False
544,624524501204647936,1,1,True
545,624492054412787714,1,-1,False
546,624517753182023680,1,1,True
547,624492351155650560,-1,-1,True
548,624493450767904769,-1,-1,True
549,624493960606580736,-1,-1,True
550,624520402870628352,1,1,True
551,624529041425629184,1,1,True
552,624494653023342592,-1,-1,True
553,624525145273561088,1,1,True
554,624529038283948032,1,1,True
555,624492570278785024,-1,-1,True
556,624495100744343552,-1,-1,True
557,624527780928200704,-1,1,False
558,624520391130681344,1,1,True
559,624492248755912704,-1,-1,True
560,624516983757733889,1,1,True
561,624527225346519040,-1,1,False
562,624518795101622272,1,1,True
563,624523746741776384,1,1,True
564,624492357401071616,-1,-1,True
565,624527823080976384,1,1,True
566,624494273514328064,-1,-1,True
567,624528687292092416,1,1,True
568,624494241075605504,-1,-1,True
569,624493457688629248,-1,-1,True
570,624527549742198784,1,1,True
571,624521374724452352,1,1,True
572,624528890044772352,1,1,True
573,624517312016613376,1,1,True
574,624494123878211585,-1,-1,True
575,624529360431771648,-1,1,False
576,624492650868117504,-1,-1,True
577,624493315417866240,1,-1,False
578,624494191255486464,-1,-1,True
579,624493785452429316,1,-1,False
580,624516882910064640,1,1,True
581,624494945198583808,-1,-1,True
582,624494662166839296,-1,-1,True
583,624520986692489217,1,1,True
584,624517761339944960,1,1,True
585,624518385049726976,1,1,True
586,624493648550436864,-1,-1,True
587,624518668542611456,1,1,True
588,624493860392144897,-1,-1,True
589,624521901629685760,1,1,True
590,624517641688854528,-1,1,False
591,624527631094943744,-1,1,False
592,624494505656500224,-1,-1,True
593,624492493661286400,-1,-1,True
594,624494057339748352,-1,-1,True
595,624494953255710720,1,-1,False
596,624494196297203712,-1,-1,True
597,624529324369125376,1,1,True
598,624493493335932928,-1,-1,True
599,624495089407037440,-1,-1,True
600,624492653657387008,1,-1,False
601,624528502486798336,1,1,True
602,624493455977218048,1,-1,False
603,624494240853303296,-1,-1,True
604,624517256391716864,1,1,True
605,624518187707531264,1,1,True
606,624492821752496128,1,-1,False
607,624492501806649344,-1,-1,True
608,624518956108242944,1,1,True
609,624494186155237376,-1,-1,True
610,624493450012921856,-1,-1,True
611,624494161480257536,-1,-1,True
612,624492300568252416,-1,-1,True
613,624493123469754368,-1,-1,True
614,624529622659534848,-1,1,False
615,624493687502974976,-1,-1,True
616,624527730923573248,1,1,True
617,624494948407099392,1,-1,False
618,624493808055549952,-1,-1,True
619,624493089743347712,-1,-1,True
620,624526313240408064,1,1,True
621,624492897900056576,1,-1,False
622,624494897752621057,1,-1,False
623,624492492004720640,-1,-1,True
624,624528264325922816,1,1,True
625,624492941256577024,-1,-1,True
626,624518882112356352,1,1,True
627,624525271144644608,-1,1,False
628,624521536695762944,1,1,True
629,624526174778204160,1,1,True
630,624528471432265728,1,1,True
631,624528293316812800,1,1,True
632,624494494277210112,-1,-1,True
633,624492217244123136,-1,-1,True
634,624518481396936704,-1,1,False
635,624493912921645056,-1,-1,True
636,624529138293063680,-1,1,False
637,624528158302322689,1,1,True
638,624526498452484096,1,1,True
639,624524444858454016,-1,1,False
640,624528151960530944,1,1,True
641,624494490854797312,1,-1,False
642,624493161537216512,-1,-1,True
643,624526157082329088,-1,1,False
644,624494041187643392,-1,-1,True
645,624494214542290944,-1,-1,True
646,624492323599028224,-1,-1,True
647,624525885903896576,1,1,True
648,624493475954880512,-1,-1,True
649,624492252480434177,1,-1,False
650,624524133859135488,1,1,True
651,624527967188680704,1,1,True
652,624522661805228032,1,1,True
653,624521320731136000,-1,1,False
654,624517983206002688,-1,1,False
655,624493287785766912,-1,-1,True
656,624518846255226884,1,1,True
657,624521755080536064,1,1,True
658,624494886847279104,1,-1,False
659,624494380024524800,-1,-1,True
660,624494408340082688,-1,-1,True
661,624519361412251648,1,1,True
662,624524480635924480,1,1,True
663,624517006109224960,1,1,True
664,624495056905478145,-1,-1,True
665,624526129181777920,1,1,True
666,624493059275915264,-1,-1,True
667,624494970527879168,1,-1,False
668,624516944687931392,1,1,True
669,624524762014949376,1,1,True
670,624522188947718144,1,1,True
671,624516973272170496,1,1,True
672,624494432017121280,-1,-1,True
673,624518626876354561,1,1,True
674,624527599063035904,1,1,True
675,624519537401184256,1,1,True
676,624493012735758336,1,-1,False
677,624526922924560384,1,1,True
678,624495030489604096,1,-1,False
679,624494342930100224,-1,-1,True
680,624526057669009409,-1,1,False
681,624521762152185856,1,1,True
682,624493427074334722,-1,-1,True
683,624493437346299904,1,-1,False
684,624520023374188544,1,1,True
685,624495088467443713,1,-1,False
686,624525264941268995,1,1,True
687,624493308711161860,-1,-1,True
688,624492639669387264,-1,-1,True
689,624494308276740096,-1,-1,True
690,624523045026181121,-1,1,False
691,624522651063578624,1,1,True
692,624492784683094016,-1,-1,True
693,624525239247085568,1,1,True
694,624527208334426112,1,1,True
695,624528351156244480,1,1,True
696,624526222677143553,1,1,True
697,624494870510436352,-1,-1,True
698,624529851723022336,-1,1,False
699,624494763291594752,-1,-1,True
700,624494095063347200,-1,-1,True
701,624493625351626752,-1,-1,True
702,624493187617423360,1,-1,False
703,624529242164834304,-1,1,False
704,624528491954970625,1,1,True
705,624528678404366336,-1,1,False
706,624528591297085440,1,1,True
707,624493402604724224,-1,-1,True
708,624519593487302657,1,1,True
709,624524534025166849,-1,1,False
710,624527979683684352,1,1,True
711,624492966661484544,-1,-1,True
712,624493410481762304,-1,-1,True
713,624517980244844544,1,1,True
714,624526086496387072,1,1,True
715,624527328308113409,1,1,True
716,624522056630034432,1,1,True
717,624494174629335040,-1,-1,True
718,624493641738940417,1,-1,False
719,624493084487892992,-1,-1,True
720,624525785047674880,1,1,True
721,624525446185656320,-1,1,False
722,624530070925918208,-1,1,False
723,624523240870838272,-1,1,False
724,624527626758168576,1,1,True
725,624492965923299328,1,-1,False
726,624494146724610048,-1,-1,True
727,624524295591563264,1,1,True
728,624493304521035776,-1,-1,True
729,624492304473137152,1,-1,False
730,624524650756767744,1,1,True
731,624525253969096704,1,1,True
732,624527433006317569,-1,1,False
733,624492863515029505,-1,-1,True
734,624519867731955712,1,1,True
735,624492987796422657,1,-1,False
736,624494656290693120,-1,-1,True
737,624493479947816960,1,-1,False
738,624494906925543424,-1,-1,True
739,624526752706998272,1,1,True
740,624492573244157952,-1,-1,True
741,624495007781666817,-1,-1,True
742,624493929086500864,-1,-1,True
743,624493160715169792,1,-1,False
744,624517500676493312,-1,1,False
745,624494030148235264,1,-1,False
746,624519924837265408,1,1,True
747,624521465556111360,1,1,True
748,624493133569634304,1,-1,False
749,624493395805868032,-1,-1,True
750,624522845217910784,1,1,True
751,624521175905861633,1,1,True
752,624493036848943104,-1,-1,True
753,624524522331459584,1,1,True
754,624493746231447553,-1,-1,True
755,624492836357058560,1,-1,False
756,624492746838024192,-1,-1,True
757,624492039552548864,-1,-1,True
758,624493168864718849,1,-1,False
759,624521389463207936,1,1,True
760,624520347929460736,1,1,True
761,624493628812083200,-1,-1,True
762,624492890723586048,1,-1,False
763,624519332006002688,1,1,True
764,624492575823499265,1,-1,False
765,624519930440843264,1,1,True
766,624492126529699840,1,-1,False
767,624492481376182272,-1,-1,True
768,624492153255907328,1,-1,False
769,624494018538422272,-1,-1,True
770,624523130434945028,1,1,True
771,624494528368640000,-1,-1,True
772,624519074064678912,1,1,True
773,624493873042206720,-1,-1,True
774,624492348710461440,1,-1,False
775,624494515613790208,-1,-1,True
776,624528382621913088,-1,1,False
777,624493687947530240,-1,-1,True
778,624523943404134400,1,1,True
779,624494022539653121,-1,-1,True
780,624523154208100352,1,1,True
781,624492325666852864,-1,-1,True
782,624517254995030016,-1,1,False
783,624525113531043841,1,1,True
784,624527208393142272,1,1,True
785,624528118309498880,1,1,True
786,624528739322474496,1,1,True
787,624527088964337664,-1,1,False
788,624494199782506496,1,-1,False
789,624494921303609344,-1,-1,True
790,624521778199527424,1,1,True
791,624492095521206272,-1,-1,True
792,624529750862643201,-1,1,False
793,624493297374003201,1,-1,False
794,624494419220267010,-1,-1,True
795,624522192466788353,1,1,True
796,624524710911582208,-1,1,False
797,624492298290622464,1,-1,False
798,624494642264870912,-1,-1,True
799,624526730632368128,1,1,True
800,624492731201499136,-1,-1,True
801,624495102480683008,1,-1,False
802,624526492219748352,1,1,True
803,624517774874783744,-1,1,False
804,624493415464628224,-1,-1,True
805,624517399866421248,1,1,True
806,624493741991067648,1,-1,False
807,624530162600812544,1,1,True
808,624492324261773312,-1,-1,True
809,624494466632687616,1,-1,False
810,624520249778511872,1,1,True
811,624520616260055041,-1,1,False
812,624493096412282880,-1,-1,True
813,624494043196747776,-1,-1,True
814,624522866244124672,1,1,True
815,624494341202034688,-1,-1,True
816,624528753645981696,1,1,True
817,624494055771123712,-1,-1,True
818,624494252681117697,1,-1,False
819,624523222592192512,-1,1,False
820,624518038755225600,1,1,True
821,624524105404911616,1,1,True
822,624522502463582208,-1,1,False
823,624518903046103041,1,1,True
824,624516902262431745,1,1,True
825,624524010512986112,1,1,True
826,624493346090819584,1,-1,False
827,624522636010205187,1,1,True
828,624494014528512000,1,-1,False
829,624492682195374081,-1,-1,True
830,624494382520082432,-1,-1,True
831,624492620451024896,1,-1,False
832,624517022043516929,-1,1,False
833,624522737235677184,-1,1,False
834,624494718269784064,1,-1,False
835,624517733544271872,-1,1,False
836,624519474583064576,1,1,True
837,624525801485012992,1,1,True
838,624493164682940416,-1,-1,True
839,624493302755098624,-1,-1,True
840,624493890586841088,-1,-1,True
841,624521130418704384,-1,1,False
842,624522418929831937,1,1,True
843,624524416278396928,1,1,True
844,624493009720074240,-1,-1,True
845,624493435689381888,-1,-1,True
846,624493547803312129,-1,-1,True
847,624494343554871297,-1,-1,True
848,624527258380668928,1,1,True
849,624493106180804608,-1,-1,True
850,624519360380583936,-1,1,False
851,624523005473898496,1,1,True
852,624526452499681280,1,1,True
853,624523129491169280,-1,1,False
854,624494263540146177,-1,-1,True
855,624492566818324480,-1,-1,True
856,624495072374071296,-1,-1,True
857,624494375943467008,-1,-1,True
858,624493568929861632,-1,-1,True
859,624493783409778688,-1,-1,True
860,624492613392048128,-1,-1,True
861,624529566501961728,1,1,True
862,624494081582985216,-1,-1,True
863,624528022805327872,1,1,True
864,624494808262905856,-1,-1,True
865,624492885229051904,-1,-1,True
866,624494935161610240,1,-1,False
867,624520165636440064,1,1,True
868,624520554372952064,1,1,True
869,624493952088018944,1,-1,False
870,624521729646276608,1,1,True
871,624529849491656704,1,1,True
872,624521971640864768,1,1,True
873,624494683633270788,-1,-1,True
874,624517241648889856,1,1,True
